account_value,date,daily_return
107871.00449903109,2023-04-05,
108256.68198316195,2023-04-06,0.0035753582338646783
106804.08737104037,2023-04-10,-0.013418059610837862
105993.94163587192,2023-04-11,-0.007585343923720678
105595.69269178012,2023-04-12,-0.003757280255318074
109104.47663190463,2023-04-13,0.03322847599822265
108896.88556439974,2023-04-14,-0.0019026814839619988
108893.36573255161,2023-04-17,-3.232261262464675e-05
109554.07457807162,2023-04-18,0.006067484837806836
110286.36744916538,2023-04-19,0.00668430520648422
109734.52399976352,2023-04-20,-0.005003732212471523
108665.6991889725,2023-04-21,-0.009740096114084551
108818.56036145786,2023-04-24,0.0014067104304875677
107795.05403058628,2023-04-25,-0.009405622785964463
107773.30212934116,2023-04-26,-0.0002017894182690938
110758.85594098667,2023-04-27,0.027702165124925626
111435.62565534214,2023-04-28,0.006110298888569732
111360.64711225132,2023-05-01,-0.0006728417653679708
110770.38411023715,2023-05-02,-0.005300463110807785
110049.9651908646,2023-05-03,-0.006503714193638599
109126.8090354691,2023-05-04,-0.008388518377033916
114132.7398734818,2023-05-05,0.0458726034625061
114077.24205548863,2023-05-08,-0.0004862567748280533
112943.17852399449,2023-05-09,-0.009941189943411533
113903.58011853794,2023-05-10,0.008503405049286927
114008.97425763708,2023-05-11,0.0009252925938716405
113477.65741956334,2023-05-12,-0.004660307151549858
113137.25568463902,2023-05-15,-0.002999724727007269
113120.11636731724,2023-05-16,-0.00015149136522774054
113503.76940839391,2023-05-17,0.003391554512116146
114777.1154090653,2023-05-18,0.011218534920103052
114830.78247449499,2023-05-19,0.00046757635647498574
114288.36920240027,2023-05-22,-0.004723587703629906
112564.40203168493,2023-05-23,-0.015084362326163281
112700.42131726842,2023-05-24,0.001208368570600138
113426.71967542273,2023-05-25,0.006444504374208737
114743.78088147742,2023-05-26,0.011611560396205922
115935.16049420935,2023-05-30,0.010382955865490873
115890.15746228796,2023-05-31,-0.00038817414604475076
117708.4108451615,2023-06-01,0.01568945476206829
118160.76168592078,2023-06-02,0.003842978063431035
117257.10677411658,2023-06-05,-0.00764767338083161
117036.89629132849,2023-06-06,-0.0018780139545170327
116120.47153241736,2023-06-07,-0.00783022096407926
117606.57013166053,2023-06-08,0.012797903587812076
117840.703467537,2023-06-09,0.001990818502863867
119370.23438794716,2023-06-12,0.01297964858832934
119041.628517891,2023-06-13,-0.0027528292269930477
119373.34707105262,2023-06-14,0.002786576068318558
120686.70437543494,2023-06-15,0.011002098346129197
120072.12251203162,2023-06-16,-0.005092374231145391
120111.88310620887,2023-06-20,0.0003311392631812904
119519.27339246376,2023-06-21,-0.004933814194063579
121466.15138318641,2023-06-22,0.016289238843761433
121272.5278388749,2023-06-23,-0.0015940535046730098
120342.45547254189,2023-06-26,-0.0076692750032284485
121849.67616803749,2023-06-27,0.012524430298328948
122600.21552045448,2023-06-28,0.006159551473751579
122767.82132186135,2023-06-29,0.0013670922248820716
125584.74240950783,2023-06-30,0.02294510937244154
124736.88690283975,2023-07-03,-0.006751262059394025
123986.29133469399,2023-07-05,-0.006017430663717072
124230.85927568826,2023-07-06,0.0019725401765109396
