,date,actions
0,2024-02-15,[0]
1,2024-02-16,[0]
2,2024-02-20,[0]
3,2024-02-21,[100]
4,2024-02-22,[18]
5,2024-02-23,[-60]
6,2024-02-26,[-18]
7,2024-02-27,[-40]
8,2024-02-28,[0]
9,2024-02-29,[100]
10,2024-03-01,[-34]
11,2024-03-04,[-34]
12,2024-03-05,[20]
13,2024-03-06,[39]
14,2024-03-07,[100]
15,2024-03-08,[-39]
16,2024-03-11,[38]
17,2024-03-12,[-100]
18,2024-03-13,[-90]
