account_value,date,daily_return
120995.43513514711,2023-11-09,
121399.70228907777,2023-11-10,0.0033411769086917342
121061.4968111725,2023-11-13,-0.0027858839151015946
121834.02852046206,2023-11-14,0.006381316352750188
122043.01226527407,2023-11-15,0.0017153150671440631
122873.16558558657,2023-11-16,0.006802137253938634
122858.76461869814,2023-11-17,-0.00011720188716379809
123848.76913377384,2023-11-20,0.008058069915876542
123323.41599203493,2023-11-21,-0.004241892312804918
123754.06718630984,2023-11-22,0.0034920472386421597
122888.19526858523,2023-11-24,-0.006996714834600515
122771.87822146609,2023-11-27,-0.0009465274257215439
123166.04512210086,2023-11-28,0.0032105634152124196
122500.48494143679,2023-11-29,-0.005403763512941029
122875.26237673953,2023-11-30,0.003059395523878239
123708.84155459597,2023-12-01,0.006783946269841135
122539.25399966433,2023-12-04,-0.009454357022779747
125117.50003237918,2023-12-05,0.021040164262154715
124406.71422000125,2023-12-06,-0.005680946407928378
125666.75303836062,2023-12-07,0.010128382750557385
126597.24005313113,2023-12-08,0.007404400863977756
124962.4139270325,2023-12-11,-0.012913600054886842
125951.0693377991,2023-12-12,0.007911622220613479
128051.13403506472,2023-12-13,0.016673655160745593
128148.06161685183,2023-12-14,0.0007569443450659019
127799.13022036746,2023-12-15,-0.0027228768978779794
126713.54722781375,2023-12-18,-0.008494447424499785
127392.04030032351,2023-12-19,0.005354542488577918
126028.60745425418,2023-12-20,-0.010702653343608315
125931.67000003054,2023-12-21,-0.0007691702398506806
125233.81707949832,2023-12-22,-0.005541520417636447
124878.41923709109,2023-12-26,-0.0028378743912406135
124943.02446170046,2023-12-27,0.0005173449904640748
125220.88418765261,2023-12-28,0.00222389146692481
124542.40098757937,2023-12-29,-0.0054182910819930985
120090.24803347781,2024-01-02,-0.03574808995809853
119970.292026001,2024-01-03,-0.0009988821693779348
119970.292026001,2024-01-04,0.0
119879.21618829347,2024-01-05,-0.0007591532551057822
120736.00531182863,2024-01-08,0.007147103149134804
120607.96299270632,2024-01-09,-0.0010605147883733235
120980.62287124636,2024-01-10,0.003089844727437896
120678.59280075076,2024-01-11,-0.002496516081067268
120831.90693908694,2024-01-12,0.0012704335937137046
119514.27784210208,2024-01-16,-0.01090464539013769
118881.39270664981,2024-01-17,-0.005295477217277855
122749.91371800235,2024-01-18,0.03254101355372274
124654.90524937442,2024-01-19,0.015519290186618573
126169.79941441349,2024-01-22,0.01215270399514945
127008.52216221622,2024-01-23,0.006647571381546591
126566.40320469669,2024-01-24,-0.0034810180450320916
126351.85014988712,2024-01-25,-0.0016951817336752217
125214.05043675235,2024-01-26,-0.009005010308792749
124765.4349887543,2024-01-29,-0.003582788404602022
122366.30290867618,2024-01-30,-0.01922914050910307
119999.68308140567,2024-01-31,-0.019340453793367907
121541.00813002017,2024-02-01,0.01284440932705544
120880.23043650821,2024-02-02,-0.005436664576659478
122070.03187388614,2024-02-05,0.009842812452304672
123123.31760997012,2024-02-06,0.008628536586049007
