account_value,date,daily_return
100000.0,2023-02-23,
99717.56882629395,2023-02-24,-0.0028243117370604365
99943.68616790773,2023-02-27,0.0022675777626275373
99776.7891723633,2023-02-28,-0.001669910345952652
98926.58566589357,2023-03-01,-0.008521054982046028
99210.5479537964,2023-03-02,0.0028704345347756455
102251.71679382326,2023-03-03,0.030653684540107307
104133.59441711428,2023-03-06,0.018404362120252316
102625.23870422365,2023-03-07,-0.01448481367932819
103484.2450518799,2023-03-08,0.008370322529840823
101942.07403137209,2023-03-09,-0.01490247157656388
100528.43023254396,2023-03-10,-0.013867128094657843
101860.91314270021,2023-03-13,0.013254786800847684
103294.86272766115,2023-03-14,0.014077525330565832
103565.41631652834,2023-03-15,0.0026192356688687912
105499.90301086428,2023-03-16,0.018678886863386257
104924.97014953615,2023-03-17,-0.005449605591285933
106548.29168273928,2023-03-20,0.015471260376720641
107819.9091143799,2023-03-21,0.011934658093130324
106839.14068176271,2023-03-22,-0.009096357441525482
107583.1708331299,2023-03-23,0.006964022235852685
108476.01324035646,2023-03-24,0.008299089907021218
107143.51995422365,2023-03-27,-0.012283759757840018
106717.37859680178,2023-03-28,-0.00397729473144004
108827.72771789553,2023-03-29,0.019775121436097498
109903.18731262209,2023-03-30,0.00988222043479925
111621.21038391115,2023-03-31,0.01563214965187587
112480.23748352053,2023-04-03,0.007695912780866898
112114.99273254396,2023-04-04,-0.003247190432275504
110850.14043762209,2023-04-05,-0.011281740863501089
111458.8886065674,2023-04-06,0.005491631914421147
109679.97930480959,2023-04-10,-0.015960228241976182
108848.02312805178,2023-04-11,-0.0075853057415861125
108374.54656555178,2023-04-12,-0.0043498866483132614
112067.63677551271,2023-04-13,0.03407709953118121
111830.90887023928,2023-04-14,-0.002112366353790751
111844.42876770021,2023-04-17,0.00012089589182018301
112683.16045715334,2023-04-18,0.00749909225425216
113467.7606768799,2023-04-19,0.006962887946552643
112804.90179016115,2023-04-20,-0.0058418257553030095
111702.39202453615,2023-04-21,-0.00977359802746769
111912.06975891115,2023-04-24,0.0018771105128074783
110856.90557434084,2023-04-25,-0.009428511034095033
110850.14043762209,2023-04-26,-6.102584844580594e-05
113995.3583331299,2023-04-27,0.02837360316451476
114854.35430480959,2023-04-28,0.007535359195673941
114793.49920227053,2023-05-01,-0.0005298458461362454
114083.2636065674,2023-05-02,-0.006187071573205194
113345.99859191896,2023-05-03,-0.0064625168612900685
112223.20379211428,2023-05-04,-0.009905905931863579
117485.53594543459,2023-05-05,0.04689165854744637
117438.16961242678,2023-05-08,-0.0004031673569571126
116268.01885559084,2023-05-09,-0.009963973048095931
117478.76043273928,2023-05-10,0.010413367227424919
117607.26690246584,2023-05-11,0.0010938698131748303
116970.58660461428,2023-05-12,-0.005413613585456223
116631.92510559084,2023-05-15,-0.00289527058770922
116631.92510559084,2023-05-16,0.0
117051.86162902834,2023-05-17,0.0036005280977513543
118650.34307434084,2023-05-18,0.01365618131199442
