account_value,date,daily_return
123610.67319475564,2023-07-07,
122253.92338698587,2023-07-10,-0.010975992385642397
121942.93462459573,2023-07-11,-0.00254379371863378
122916.27724277505,2023-07-12,0.00798195173156846
123372.27937525186,2023-07-13,0.0037098596109947923
123435.66761270913,2023-07-14,0.00051379643610594
124803.79514109048,2023-07-17,0.011083729321041735
124649.28100992594,2023-07-18,-0.0012380563506891873
125478.77086588297,2023-07-19,0.006654589976262892
124208.65996627054,2023-07-20,-0.010122117796084962
123493.77724379739,2023-07-21,-0.005755498229087053
124004.59961547097,2023-07-24,0.004136421956428826
124515.91542853555,2023-07-25,0.004123361670858472
125018.30450177773,2023-07-26,0.0040347378205682904
124376.52377277383,2023-07-27,-0.005133494103615632
125809.28058283243,2023-07-28,0.011519511613591549
126178.83507431802,2023-07-31,0.002937418366702138
125702.13866295633,2023-08-01,-0.003777942719798588
124309.42744927225,2023-08-02,-0.011079455198597321
123716.48276903544,2023-08-03,-0.004769909188736099
120628.7168676072,2023-08-04,-0.024958403539427687
119246.93185936747,2023-08-07,-0.011454859540255824
119736.30361077128,2023-08-08,0.004103851929548652
118899.54652532206,2023-08-09,-0.00698833236216545
118745.9171826707,2023-08-10,-0.0012920935961571178
118779.70145571147,2023-08-11,0.0002845089232734743
119793.58712992106,2023-08-14,0.008535849659359718
118470.01125554668,2023-08-15,-0.011048804081130847
117880.51832962809,2023-08-16,-0.004975883092025901
116203.84000284587,2023-08-17,-0.014223540501355325
116522.9865787736,2023-08-18,0.002746437432015414
117420.9979702531,2023-08-21,0.007706731674547385
118192.32880979167,2023-08-22,0.006568934456969711
120603.68183019267,2023-08-23,0.02040194185767863
117442.523143242,2023-08-24,-0.02621112920417734
118926.08315605938,2023-08-25,0.012632221899796292
119977.2167772752,2023-08-28,0.008838545702682277
122591.72324700176,2023-08-29,0.02179169128902303
124854.9423198472,2023-08-30,0.018461434531639842
124955.59112660991,2023-08-31,0.0008061259321627823
125958.16702687847,2023-09-01,0.008023457703886905
126113.43669786846,2023-09-05,0.001232708244768732
121602.99803820049,2023-09-06,-0.03576493336291897
118250.11625904094,2023-09-07,-0.02757236115269357
118567.04972859965,2023-09-08,0.0026801958389996994
119200.25215169536,2023-09-11,0.005340458622737909
117750.74446985638,2023-09-12,-0.01216027362085037
116824.25413417828,2023-09-13,-0.007868233358943044
117352.5780653001,2023-09-14,0.004522382231646915
117003.02733745586,2023-09-15,-0.002978636972506332
118457.63128165447,2023-09-18,0.012432190664633858
119092.68621024334,2023-09-19,0.00536103011446265
116701.89247847759,2023-09-20,-0.02007506764559075
115665.61696578228,2023-09-21,-0.008879680446368332
116148.21479436505,2023-09-22,0.0041723533859292505
116986.80491092693,2023-09-25,0.007220000049476205
114655.68154361736,2023-09-26,-0.019926378612395435
113906.23430240643,2023-09-27,-0.006536503303814278
114033.2904403001,2023-09-28,0.0011154449857095905
114319.95184265912,2023-09-29,0.0025138396099260163
115998.9161223222,2023-10-02,0.014686537674314826
115098.09970081341,2023-10-03,-0.007765731367341933
115938.8719023515,2023-10-04,0.007304831302372472
